type,county,official_business_name,name,address,city,state,zip,lat,lng
"Farm Distiller ""D""",Ulster,Magnanini Farm Winery Inc,Magnanini Farm Winery ,172 Strawridge Rd,Wallkill,NY,12589,41.59729174,-74.14999912
"Farm Distiller ""D""",Columbia,Harvest Spirits Llc,Harvest Spirits ,3074 Us Route 9,Valatie,NY,12184,42.43582839,-73.68693085
"Farm Distiller ""D""",Onondaga,Beak & Skiff Apple Farms Inc,Beak & Skiff Apple Farms ,4473 Cherry Valley Tpke,Lafayette,NY,13084,42.9096617,-76.20104722
"Farm Distiller ""D""",Ulster,Tuthilltown Spirits Llc,Tuthilltown Spirits ,14 Grist Mill Lane,Gardiner,NY,12525,41.68762751,-74.17506834
"Farm Distiller ""D""",Saratoga,Saratoga Distilleries Inc,Saratoga Distilleries ,2474 Old Mill Road,Galway,NY,12074,43.03625761,-74.00327484
"Farm Distiller ""D""",Sullivan,Catskill Distilling Company Ltd,Catskill Whiskey Company,2037 Route 17B,Bethel,NY,12786,41.68459888,-74.87443765
"Farm Distiller ""D""",Columbia,Hillrock Llc,"Hillrock Spirits, Hillrock Farm",408 Pooles Hill Rd,Ancram,NY,12502,42.02540015,-73.6211903
"Farm Distiller ""D""",Jefferson,Clayton Distillery Llc,Clayton Distillery,40164 Nys Rte 12,Clayton,NY,13624,44.24872128,-76.04882538
"Farm Distiller ""D""",Albany,"Albany Distilling Company Inc, The","Albany Distilling Company , The",78 Montgomery St,Albany,NY,12207,42.65438046,-73.74735797
"Farm Distiller ""D""",Jefferson,Dark Island Spirits Inc,Dark Island Spirits,42 Church St,Alexandria Bay,NY,13607,44.33594608,-75.91773858
"Farm Distiller ""D""",Oneida,Adirondack Distilling Company Inc,Adirondack Distilling Company ,601 Varick St,Utica,NY,13502,43.1044474,-75.24104864
"Farm Distiller ""D""",Sullivan,Prohibition Distillery Llc,Prohibition Distillery,10 Union St,Roscoe,NY,12776,41.93326914,-74.91368435
"Farm Distiller ""D""",Columbia,Hudson Valley Distillers Llc,Hudson Valley Distillers ,1727 Rte 9,Germantown,NY,12526,42.08328256,-73.82841137
"Farm Distiller ""D""",Dutchess,Taconic Distillery Llc,Taconic Distillery,215 Bowen Rd,Stanfordville,NY,12581,0.0,0.0
"Farm Distiller ""D""",Orange,Orange County Distillery Llc,Orange County Distillery ,19 Maloney Ln,Goshen,NY,10924,41.35373819,-74.38799487
"Farm Distiller ""D""",Washington,Lake George Distilling Company Llc,Lake George Distilling Company ,11262 State Rte 149,Fort Ann,NY,12827,43.4134858,-73.50302125
"Farm Distiller ""D""",Madison,Life Of Reilley Distilling And Wine Co Llc,Life Of Reilley Distilling Company,2747 Rte 20 East,Cazenovia,NY,13035,42.92004,-75.81322
"Farm Distiller ""D""",Washington,Springbrook Hollow Farm Distillery Llc,Springbrook Hollow Farm Distillery ,133 Clements Road,Queensbury,NY,12804,43.40515458,-73.61818826
"Farm Distiller ""D""",Dutchess,Dennings Point Distillery Llc,Dennings Point Distillery ,10 N Chestnut St,Beacon,NY,12508,41.50521,-73.96972
"Farm Distiller ""D""",Otsego,Cooperstown Distillery Llc,Cooperstown Beverage Exchange,11 Railroad Ave,Cooperstown,NY,13326,42.699853399999995,-74.93205212
"Farm Distiller ""D""",Cayuga,Dills Run Vineyard Inc,Dill'S Run Distillery,3862 State Rte 90,Union Springs,NY,13160,42.8043816,-76.70368622
"Farm Distiller ""D""",Saratoga,Van Hall Holdings Llc,Upstate Distilling Company,434 Sodeman Rd,Middle Grove,NY,12850,43.074459999999995,-73.89305
"Farm Distiller ""D""",Herkimer,Dikindurt Distillery Llc,Dikindurt Distillery & Dikindurt,115 Smith Rd,Herkimer,NY,13350,43.05843,-74.97049
"Farm Distiller ""D""",Warren,High Peaks Distilling Llc,High Peaks Distilling ,1 Canada St,Lake George,NY,12845,43.41701,-73.71422
"Farm Distiller ""D""",Montgomery,Mountain View Distillery Llc,Bootleggers Distillery,6080 State Hwy 30,Amsterdam,NY,12010,42.898740000000004,-74.22398000000001
"Farm Distiller ""D""",Dutchess,Shady Knoll Orchards & Distillery Llc,Shady Knoll Orchards & Distillery ,29 Brush Hill Rd,Millbrook,NY,12545,41.7091,-73.65685
"Farm Distiller ""D""",Delaware,Kerrs Creek Distillery Llc,"Easy Speaker, Silver Moon, Ishka",2450 County Hwy 23,Walton,NY,13856,42.22002,-75.14933
"Farm Distiller ""D""",Broome,French Distillers & Alchemists Llc,French Distillers & Alchemists ,10 Walker Ave,Lisle,NY,13797,42.35257,-76.00496
"Farm Distiller ""D""",Ulster,Gardiner Liquid Mercantile Llc,Gardiner Liquid Mercantile ,273 State Rt 208,New Paltz,NY,12561,0.0,0.0
"Farm Distiller ""D""",Onondaga,Skaneateles Distilleries Llc,Last Shot Distillery,4022 Mill Rd,Skaneateles,NY,13152,42.96541,-76.44317
"Farm Distiller ""D""",Essex,Gristmill Distillers Inc,Gristmill Distillers ,44 Keene Knolls Way,Keene,NY,12942,44.24984,-73.80164
"Farm Distiller ""D""",Saratoga,Yankee Distillers Llc,Yankee Distillers ,5 Fairchild Sqaure,Clifton Park,NY,12065,0.0,0.0
"Farm Distiller ""D""",Schoharie,Kymar Farm Winery And Distillery Llc,"Kymar Farm Distillery, Kymar Farm Winery",102 Bindery Ln,Charlotteville,NY,12036,42.54632,-74.66544
"Farm Distiller ""D""",Delaware,Union Grove Distillery Llc,Union Grove Distillery ,43311 State Hwy 28,Arkville,NY,12406,42.14793,-74.61995
"Farm Distiller ""D""",Schenectady,Coyote Hollow Still House Llc,Coyote Hollow Still House,833 Oak Hill Rd,Esperance,NY,12066,42.72959,-74.27303
"Farm Distiller ""D""",Madison,Forster Jarvis Llc,Old Home Distillers,964 Campbell Rd,Lebanon,NY,13332,42.768409999999996,-75.65518
"Farm Distiller ""D""",Orange,Apple Dave'S Distillery Llc,Apple Dave'S Distillery ,82 Four Corners Rd,Warwick,NY,10990,41.29533,-74.30714
"Farm Distiller ""D""",Schoharie,Barbers Farm Distillery Llc,Barbers Farm Distillery ,3609 State Rte 30,Middleburgh,NY,12122,42.580890000000004,-74.39213000000001
"Farm Distiller ""D""",Otsego,Sauvage Beverages Llc,Sauvage Beverages ,107 Winney Hill Rd,Oneonta,NY,13820,42.46076,-75.09212
"Farm Distiller ""D""",Montgomery,Mohawk Spirits Llc,Mohawk Spirits ,72 Cliff St,Canajoharie,NY,13317,40.61012,-74.0617
"Farm Distiller ""D""",Schenectady,"Schenectady Distilling Company Inc, The",The Schenectady Distilling Company,3304 Amsterdam Rd,Glenville,NY,12302,42.8593,-74.01475
"Farm Distiller ""D""",Jefferson,Saint Lawrence Spirits Llc,Saint Lawrence Spirits,38289 Rte 12E,Clayton,NY,13624,44.22415,-76.12225
"Farm Distiller ""D""",Oswego,Lock 1 Distilling Company Llc,Lock 1 Distilling Company ,17 Culvert St,Phoenix,NY,13135,43.230579999999996,-76.30143000000001
"Farm Distiller ""D""",Columbia,State 11 Distillery Llc,State 11 Distillery,284 State Rte 23,Claverack,NY,12513,42.22065,-73.71205
"Farm Distiller ""D""",Clinton,Murray'S Fools Distilling Co Llc,Murray'S Fools Distilling Co ,2229 Rand Hill Rd,Altona,NY,12910,44.80842,-73.67118
"Farm Distiller ""D""",Cortland,Dragonfyre Distillery Llc,Dragonfyre Distillery,1062 Leonard Rd,Marathon,NY,13803,42.45792,-75.956917
"Farm Distiller ""D""",Madison,Madison County Distillery Llc,Madison County Distillery,2412 Rte 20,Cazenovia,NY,13035,42.92302,-75.83548
"Farm Distiller ""D""",Cortland,Cortland Beer Company Llc,Cortland Distilling Company,16 Court St,Cortland,NY,13045,42.59957,-76.17962
"Farm Distiller ""D""",Ulster,Stoutridge Vineyard Llc,Stoutridge Vineyard ,10 Ann Kaley Ln,Marlboro,NY,12542,41.61432,-73.98254
"Farm Distiller ""D""",Essex,Segerstrom Cellars Llc,Segerstrom Cellars ,604 Rte 9,Keeseville,NY,12944,44.427409999999995,-73.49054
"Farm Distiller ""D""",Lewis,North Country Landscaping & Nursery Inc,Tug Hill Vineyards,4051 Yancey Rd,Lowville,NY,13367,43.82181,-75.57845999999999
"Farm Distiller ""D""",Clinton,Mountain Spirit Distilling Llc,Mountain Spirit Distilling ,35 Florida St,Plattsburgh,NY,12903,44.667390000000005,-73.46741
"Farm Distiller ""D""",Ulster,Coppersea Distilling Llc,Highland Spirits,239 Springtown Rd,New Paltz,NY,12561,41.779070000000004,-74.08962
"Farm Distiller ""D""",Onondaga,Rolling Boyle Llc,Rolling Boyle ,8632 Cazenovia Rd,Manlius,NY,13104,42.97632,-75.9312
"Farm Distiller ""D""",Albany,Oboys Distilling Llc,Oligan Distilling,918 Albany Shaker Rd,Latham,NY,12110,42.76024,-73.81470999999999
"Farm Distiller ""D""",Ulster,Arkady Aleksandryants,Arkadiya Distillery,714 Ulster Heights Rd,Ellenville,NY,12428,41.7513,-74.4403
"Farm Distiller ""D""",Onondaga,Hall Island Distillery Llc,Hall Island Distillery ,6665B Island Rd,Cicero,NY,13039,43.15723,-76.05634
"Farm Distiller ""D""",Delaware,Catskill Provisions Inc,Catskill Provisions ,244 Delaware Lake Rd,Long Eddy,NY,12760,41.88365,-75.13606
"Farm Distiller ""D""",Columbia,Grazin Spirits Llc,Grazin Spirits ,170 Schmidt Rd,Ghent,NY,12075,42.31476,-73.65324
"Farm Distiller ""D""",Dutchess,"Vale Fox Distillery Llc, The","Vale Fox Distillery , The",619 Noxon Rd,Poughkeepsie,NY,12603,41.650420000000004,-73.82786999999999
"Farm Distiller ""D""",Washington,Luckey Spirits Llc,Luckey Spirits,112 Mountain Rd,Greenwich,NY,12834,43.01661,-73.53393
"Farm Distiller ""D""",Schoharie,Revolutionary Spirits Llc,Revolutionary Spirits ,132 The Long Road,Jefferson,NY,12093,0.0,0.0
"Farm Distiller ""D""",Warren,Northeast Craft Spirits Llc,Northeast Craft Spirits ,18A Curran Ln,Glens Falls,NY,12801,43.31279,-73.63592
"Farm Distiller ""D""",Ulster,Queen City Farm Distillery Inc,Queen City Farm Distillery,25 Clarks Ln,Milton,NY,12547,41.65433,-73.97646999999999
"Farm Distiller ""D""",Dutchess,Millbrook Distillery Llc,Millbrook Distillery,78 Sinpatch Rd,Wassaic,NY,12592,41.780609999999996,-73.56099
"Farm Distiller ""D""",Washington,Main Street Distillery Llc,Main Street Distillery ,120 Main St,Argyle,NY,12809,43.24053,-73.49155999999999
"Farm Distiller ""D""",Albany,New Scotch Llc,New Scotch ,78 Montgomery St,Albany,NY,12207,42.65449,-73.7475
"Farm Distiller ""D""",Orange,Black Dirt Distilling Llc,Black Dirt Distilling Co,385 Glenwood Rd,Pine Island,NY,10969,41.27941,-74.48116
"Farm Distiller ""D""",Warren,American Oak Distillery Llc,American Oak Distillery ,209 New Vermont Rd,Bolton Landing,NY,12814,43.6117,-73.69455
"Farm Distiller ""D""",Delaware,Rock Valley Spirits Llc,Rock Valley Spirits ,1430 John Milk Rd,Long Eddy,NY,12760,41.90733,-75.09505
"Farm Distiller ""D""",Albany,Windham Distillery Llc,Windham Distillery ,32 Learned St,Albany,NY,12207,42.66106,-73.74353
"Farm Distiller ""D""",Delaware,Bovina Spirits Llc,Catbird Distilling Company,365 County Hwy 5,Bovina Center,NY,13740,42.26686,-74.77726
"Farm Distiller ""D""",Schuyler,Finger Lakes Distilling Llc,Finger Lakes Distilling ,4676 Nys Route 414,Burdett,NY,14818,0.0,0.0
"Farm Distiller ""D""",Seneca,Martins Honey Farm & Meadery Llc,Hidden Marsh Distillery,2981 Auburn Road,Seneca Falls,NY,13148,42.954849100000004,-76.75689926
"Farm Distiller ""D""",Monroe,Iron Smoke Whiskey Llc,Iron Smoke Whiskey,111 Parce Ave,Fairport,NY,14450,43.10588,-77.44572
"Farm Distiller ""D""",Chautauqua,Robert Mazza Inc,Five & 20 Spirits,8398 W Rte 20,Westfield,NY,14787,42.30823259,-79.60389676
"Farm Distiller ""D""",Wayne,Celk Distilling Llc,"Apple C'Ntry Spirits, Silverback Dist, Rootstock",3274 Eddy Rd,Williamson,NY,14589,43.20156169,-77.22518945
"Farm Distiller ""D""",Seneca,Plow & Fiddle Spirits Llc,Myer Farm Distillers,7350 State Route 89,Ovid,NY,14521,42.66911418,-76.73065884
"Farm Distiller ""D""",Ontario,Leyline Distillery Inc,Spyglass Spirits,122 N Genesee St,Geneva,NY,14456,42.87963689,-76.98399677
"Farm Distiller ""D""",Monroe,24Ligne Llc,Black Button Distilling,85 Railroad St,Rochester,NY,14609,43.16321977,-77.58641446
"Farm Distiller ""D""",Wayne,Glenrose Spirits Llc,Glenrose Spirits ,5052 Covell Rd,N Rose,NY,14516,43.18729513,-76.91410731
"Farm Distiller ""D""",Monroe,O'Begleys Llc,O Begleys,A1 Country Club Rd,East Rochester,NY,14445,43.11702705,-77.49922699
"Farm Distiller ""D""",Erie,Black Squirrel Distillery Llc,Black Squirrel Distillery ,1595 Elmwood Ave,Buffalo,NY,14216,42.94035,-78.87845
"Farm Distiller ""D""",Erie,Mainspring Llc,Lakeward Spirits,65 Vandalia St,Buffalo,NY,14204,42.86631,-78.86069
"Farm Distiller ""D""",Chautauqua,Twenty Nine Acre Farm Llc,Spirits Of The Backroad,8083 Minton Rd,Westfield,NY,14787,42.295359999999995,-79.58506
"Farm Distiller ""D""",Chautauqua,Southern Tier Distilling Llc,Southern Tier Distilling Company,2051 A Stoneman Cir,Lakewood,NY,14750,42.08821,-79.35209
"Farm Distiller ""D""",Steuben,Bhagwan Malt Works Llc,Krooked Tusker Distillery,10303 County Rte 76,Hammondsport,NY,14840,42.49096,-77.18737
"Farm Distiller ""D""",Erie,Buffalo Distilling Company Inc,Buffalo Distilling Company ,860 Seneca St,Buffalo,NY,14210,42.874990000000004,-78.84524
"Farm Distiller ""D""",Monroe,Honeoye Falls Distillery Llc,Honeoye Falls Distillery ,168 W Main St,Honeoye Falls,NY,14472,42.948,-77.60439000000001
"Farm Distiller ""D""",Steuben,Four Fights Distilling Llc,Four Fights Distilling ,363 E Market St,Corning,NY,14830,42.140879999999996,-77.03886
"Farm Distiller ""D""",Chautauqua,Enchanted Mountain Spirits Inc,Enchanted Mountain Spirits ,137 Water St,Jamestown,NY,14701,42.09561,-79.22873
"Farm Distiller ""D""",Monroe,Empire Distillery Farm Llc,Empire Distillery Farm ,1076 County Line Rd,Hamlin,NY,14464,0.0,0.0
"Farm Distiller ""D""",Erie,Finan Distilling Company Llc,Tommyrotter Distillery,500 Seneca St-Ste 110,Buffalo,NY,14204,42.87766,-78.85712
"Farm Distiller ""D""",Niagara,Niagara Craft Spirits Llc,Niagara Craft Spirits ,4408 Ridge Rd,Cambria,NY,14094,43.20694,-78.80236
"Farm Distiller ""D""",Erie,Eight Buffalo Spirits Llc,Lockhouse Distillery,41 Columbia St,Buffalo,NY,14204,42.87358,-78.87253
"Farm Distiller ""D""",Seneca,Lost Kingdom Brewery Inc,Fire House Distillery,7160 Main St,Ovid,NY,14521,42.677609999999994,-76.82307
"Farm Distiller ""D""",Cattaraugus,Ellicottville Distillery Llc,Ellicottville Distillery ,5462 Robbins Rd,Ellicottville,NY,14731,42.31426,-78.61606
"Farm Distiller ""D""",Yates,Jesse F Jayne & Jesse R Jayne,Barrington Distillers,5040 Bill Bailey Rd,Dundee,NY,14837,42.52048,-77.04601
"Farm Distiller ""D""",Erie,Yoga Pants Vodkas Llc,Yoga Pants Vodkas ,75 Hayes Pl,Buffalo,NY,14210,42.870670000000004,-78.82688
"Farm Distiller ""D""",Erie,Uncle Jumbos Distillery Inc,Uncle Jumbo'S Distillery,8510 Roll Rd,Clarence Center,NY,14032,43.00031,-78.67713
"Farm Distiller ""D""",Schuyler,Damiani Wine Cellars Llc,Damiani Wine Cellars,5281 Peach Orchard Rd,Hector,NY,14841,42.49543,-76.88049000000001
"Farm Distiller ""D""",Tioga,Waterman'S Distillery Llc,Waterman'S Distillery ,6172 State Rte 434,Apalachin,NY,13732,42.07845,-76.15908
"Farm Distiller ""D""",Orleans,Pic Yer Poison Inc,Pic Yer Poison ,10984 W Yates Center Rd,Lyndonville,NY,14098,43.33619,-78.41199
"Farm Distiller ""D""",Yates,Antler Run Distilling Llc,Antler Run Distilling ,3133 Antler Run Rd,Keuka Park,NY,14478,0.0,0.0
"Farm Distiller ""D""",Erie,Gilded Buffalo Llc,Gilded Buffalo ,55 Chicago St,Buffalo,NY,14204,42.86996,-78.86867
"Farm Distiller ""D""",Steuben,Urbana Hill Distilling And Brewing Llc,Cold Brook Distilling,8772 Main St,Campbell,NY,14821,42.22697,-77.17943000000001
"Farm Distiller ""D""",Ontario,Hollerhorn Distilling Llc,Hollerhorn Distilling ,8443 Spirit Run,Naples,NY,14512,0.0,0.0
"Farm Distiller ""D""",Seneca,Varick Winery & Vineyard Llc,Varick Winery & Vineyard ,5102 Rte 89,Romulus,NY,14541,42.7773,-76.77022
"Farm Distiller ""D""",Erie,Barn Dog Craft Distilling Llc,Barn Dog Craft Distilling,1851 Four Rod Rd,E Aurora,NY,14052,42.83945,-78.53688000000001
"Farm Distiller ""D""",Ontario,Sob Distillers Llc,Tuition Distilling Company,5310 North St,Canandaigua,NY,14424,42.90161,-77.30536
Farm Winery,Suffolk,Whisper Vineyards Llc,Whisper Vineyards,"38355 Main Road, Rte 25",Peconic,NY,11958,41.03280669,-72.46419786
Farm Winery,Montgomery,Kenneth M Schick,Hummingbird Hills Winery,1442 Burtonville Rd,Fultonville,NY,12072,0.0,0.0
Farm Winery,Ontario,Bristol Valley Vineyards Inc,Bristol Valley Vineyards,7235 Lane Rd,Bloomfield,NY,14469,42.81807,-77.42628
Farm Winery,Cayuga,Robert Dusseau & Stephen C Dusseau,Chateau Dusseau,5292 Erron Hill Rd,Locke,NY,13092,42.6644869,-76.39331171
Farm Winery,Ulster,Weed Farms Inc,Weed Orchards & Winery,43 Mt Zion Rd,Marlboro,NY,12542,41.62262,-74.00142
Farm Winery,Jefferson,Deluke Lawnscapes Inc,Northern Flow Vineyards,40635 Rte 12,Clayton,NY,13624,44.25558,-76.02875999999999
Farm Winery,Suffolk,The Roanoke Vineyards Inc,Roanoke Vineyards,3543 Sound Avenue,Riverhead,NY,11901,,
Farm Winery,Sullivan,Bashakill Vineyards Llc,Bashakill Vineyards ,1131 South Road,Wurtsboro,NY,12790,41.51467149,-74.53890551
Farm Winery,Steuben,Agness Wine Cellars Llc,Agness Wine Cellars ,14157 W Lake Rd,Pulteney,NY,14840,42.5172,-77.15594
Farm Winery,Cortland,Cherry Knoll Farm Llc,Cherry Knoll Farm ,3426 Hoxie Gorge Rd,Marathon,NY,13803,42.522378100000005,-76.04939564
Farm Winery,Columbia,Wallace Raymond Tousey,Tousey Winery,1774 Rt 9,Germantown,NY,12526,,
Farm Winery,Washington,Slyboro Cider House Llc,Slyboro Cider House ,18 Hicks Rd,Granville,NY,12832,43.41308132,-73.33153495
Farm Winery,Rensselaer,Brookview Station Winery Llc,Brookview Station Winery At Goold Orchards,1297 Brookview Station Road,Castleton,NY,12033,42.53778169,-73.70583140000001
Farm Winery,Ulster,Dubois Farms Corporation,Dubois Farms Corporation,209 Perkinsville Rd,Highland,NY,12528,41.68045,-73.96979
Farm Winery,Ulster,Magnanini Farm Winery Inc,Magnanini Farm Winery ,172 Strawridge Road,Wallkill,NY,12589,41.59729174,-74.14999912
Farm Winery,Jefferson,Thousand Islands Winery Llc,Thousand Islands Winery,43298 Seaway Ave Suite #1,Alexandria Bay,NY,13607,44.29304343,-75.98297363
Farm Winery,Chautauqua,Concord Grape Belt Heritage Association Inc,Grape Discovery Center,8305 W Main Rd,Westfield,NY,14787,0.0,0.0
Farm Winery,Putnam,Mysto Mead Llc,Mysto Mead ,187 Church Hill Rd,Carmel,NY,10512,41.50253,-73.68855
Farm Winery,Ulster,Stoutridge Vineyard Llc,Stoutridge Vineyard ,10 Ann Kaley Lane,Marlboro,NY,12542,41.61330711,-73.97800285
Farm Winery,Saratoga,"Fossil Stone Vineyards Llc, The",The Fossil Stone Vineyards,331 Grange Rd,Greenfield Center,NY,12833,43.10533,-73.85214
Farm Winery,Ulster,Glorie Farm Winery Llc,Glorie Farm Winery ,40 Mountain Road,Marlboro,NY,12542,41.61751282,-74.01271556
Farm Winery,Suffolk,Le Clos Therese Lp,Le Clos Therese Lp,Union Avenue,Aquebogue,NY,11931,0.0,0.0
Farm Winery,Otsego,Fly Creek Cider Mill & Orchard Inc,Fly Creek Cider Mill & Orchard ,288 Goose Street,Fly Creek,NY,13337,42.72411349,-74.97969625
Farm Winery,Oswego,Bella Fattoria Inc,Bella Fattoria Winery,180 Wiltsieville Rd,Hannibal,NY,13074,43.33723,-76.59281999999999
Farm Winery,Orange,Oceane Vineyards Llc,Oceane Vineyards ,1661 Kings Hwy,Chester,NY,10918,41.32922,-74.28299
Farm Winery,Schoharie,Kymar Farm Winery And Distillery Llc,Kymar Farm Winery,102 Bindery Ln,Charlotteville,NY,12036,42.54632,-74.66544
Farm Winery,Ulster,Whitecliff Vineyard & Winery Llc,Whitecliff Vineyard & Winery,331 Mckinstry Rd,Gardiner,NY,12525,41.68531004,-74.20260749
Farm Winery,Ulster,Nostrano Vineyards Llc,Nostrano Vineyards,14 Gala Ln,Milton,NY,12547,41.65034,-74.0039
Farm Winery,Jefferson,Grindstone Island Winery Corp,Grindstone Island Winery Corp,42811 School House Rd,Clayton,NY,13624,44.28605,-76.0986
Farm Winery,Suffolk,Castello Di Borghese Llc,Hargrave Vineyards,Rte 48 & Alvahs Ln,Cutchogue,NY,11935,0.0,0.0
Farm Winery,Otsego,Heartsease Hill Llc,Heartsease Hill ,217 Pritchard Rd,W Winfield,NY,13491,42.82353,-75.22606
Farm Winery,Orange,Palaia Vineyards Inc,Palaia Vineyards,20 Sweet Clover Road,Highland Mills,NY,10930,41.37886881,-74.10021487
Farm Winery,Clinton,Joy K Herfurth,Olde Tyme Wine/Olde Tyme Winery,439 Brandy Brook Rd,Ellenburg Center,NY,12934,44.89385,-73.90004
Farm Winery,Ulster,El Paso Winery Inc,El Paso Winery,742 Broadway,Ulster Park,NY,12487,41.85657453,-73.97002566
Farm Winery,Yates,Glenora Wine Cellars Inc,Glenora Wine Cellars ,5435 Rte 14,Dundee,NY,14837,0.0,0.0
Farm Winery,Ulster,Baldwin Vineyards Inc,Baldwin Vineyards ,176 Hardenburgh Rd,Pine Bush,NY,12566,41.62314189,-74.2940958
Farm Winery,Lewis,White Caps Winery Llc,White Caps Winery,4051 Yancey Rd,Lowville,NY,13367,44.05807,-76.13804
Farm Winery,Rensselaer,Easthollowciderandmead Llc,East Hollow Cider,332 E Hollow Rd,Petersburgh,NY,12138,42.73742,-73.30776999999999
Farm Winery,Ulster,Richard C Eldridge,Brimstone Hill Vineyard,61 Brimstone Hill Road,Pine Bush,NY,12566,41.6270217,-74.3133948
Farm Winery,Suffolk,Diliberto Winery Llc,Diliberto Winery ,260 Manor Lane,Jamesport,NY,11947,40.95744188,-72.58584208
Farm Winery,Suffolk,Novel Contracting Inc,The Old Field Vineyards,59600 Main Rd,Southold,NY,11971,41.07195914,-72.41072851
Farm Winery,Suffolk,Bedell North Fork Llc,Bedell Cellars,36225 Main Rd,Cutchogue,NY,11935,41.02837514,-72.46856412
Farm Winery,Suffolk,Pugliese Vineyards Inc,Pugliese Vineyards,34876 Main Rd,Cutchogue,NY,11935,41.02637685,-72.47261832
Farm Winery,Suffolk,J Petrocelli Wine Cellars Llc,Raphael,39390 Route 25,Peconic,NY,11958,41.03472573,-72.4607134
Farm Winery,Orange,Pazdar Beverage Company Llc,Pazdar Beverage Company ,6 Laddie Rd,Middletown,NY,10941,41.46814259,-74.36269359
Farm Winery,Orange,Applewood Winery Llc,Applewood Winery,82 Four Corners Rd,Warwick,NY,10990,41.29305502,-74.31564522
Farm Winery,Schoharie,Ripple Stone Cidery Llc,Tory Kicker,316 Kniskern Rd,Middleburgh,NY,12122,42.4756,-74.41577
Farm Winery,Yates,Tradewinds Wine Company Llc,Trestle 31,670 Rte 14,Penn Yan,NY,14527,42.73151,-76.97229
Farm Winery,Dutchess,Clinton Vineyards Inc,Clinton Vineyards ,450 Schultzville Road,Clinton Corners,NY,12514,41.85022468,-73.77952672
Farm Winery,Dutchess,Milea Estate Vineyard I Llc,Milea Estate Vineyard,46 Rymph Rd,Staatsburg,NY,12580,41.83166,-73.85461
Farm Winery,Clinton,Four Maples Vineyard And Winery Inc,Four Maples Vineyard And Winery ,40 Gamlaw Rd,Champlain,NY,12919,44.99583,-73.41969
Farm Winery,Seneca,Muranda Llc,Muranda Cheese Co,3075 Rte 96 S,Waterloo,NY,13165,42.87596,-76.85378
Farm Winery,Dutchess,Cascade Mt Winery & Rest Llc,Cascade Mountain  Vineyards,835 Cascade Rd,Amenia,NY,12501,0.0,0.0
Farm Winery,Yates,Tabora Farm & Winery Llc,Tabora Farm & Winery ,4978 Lakemont Himrod Rd,Dundee,NY,14837,42.52349,-76.92976
Farm Winery,Ulster,Mid Esopus Beverage Company Llc,Shier Winery,439 Floyd Ackert Rd,West Park,NY,12493,0.0,0.0
Farm Winery,Dutchess,Dutchess Wines Llc,Alison Wines & Vineyards,231 Pitcher Lane,Red Hook,NY,12571,,
Farm Winery,Saratoga,"Saratoga Winery Inc, The","Saratoga Winery , The",462 Rte 29,Saratoga Springs,NY,12866,43.07463,-73.86346
Farm Winery,Orange,Wild Arc Farm Inc,Wild Arc Farm ,918 Hill Ave,Pine Bush,NY,12566,41.5934,-74.27858
Farm Winery,Dutchess,Elizabeth Ryan,Breezy Hill Orchard,828 Centre Rd,Staatsburg,NY,12580,41.8511374,-73.81389458
Farm Winery,Suffolk,Oregon Road Wines Llc,Lieb Cellars,35 Cox Neck Rd,Mattituck,NY,11952,40.98868,-72.55463
Farm Winery,Genesee,Circle B Winery Inc,Circle B Winery,6870 Norton Rd,Elba,NY,14058,43.08068,-78.1398
Farm Winery,Rensselaer,Patriots Heritage Cider Llc,Patriots Heritage Cider ,60 E Schaghticoke Rd,Schaghticoke,NY,12154,42.88483,-73.57821
Farm Winery,Suffolk,First Glass Winery And Tasting Room Inc,First Glass Winery And Tasting Room ,3165 Main Rd,Laurel,NY,11948,40.972609999999996,-72.5586
Farm Winery,Onondaga,Four Grand Wine & Cidery Llc,Four Grand Wine & Cidery ,3275 Cold Springs Rd,Baldwinsville,NY,13027,43.14461,-76.28259
Farm Winery,Dutchess,"Northern Spy Llc, The",Annandale Cidery; Montgomery Place Orchards,8 Davis Way,Annandale On Hudson,NY,12504,0.0,0.0
Farm Winery,Cayuga,Bright Leaf Llc,Wilson Family Cellars/Bright Leaf Vineyard,1250 Clearview Rd,King Ferry,NY,13081,42.6589,-76.65742
Farm Winery,Schoharie,Revolutionary Spirits Llc,Revolutionary Spirits ,132 The Long Road,Jefferson,NY,12093,0.0,0.0
Farm Winery,Essex,Boquet Valley Vineyard Llc,Boquet Valley Vineyard ,44 Farm Way,Essex,NY,12936,44.29631,-73.35600000000001
Farm Winery,Suffolk,Palmer Winery Ltd,Palmer Vineyards,5120 Sound Ave,Aquebogue,NY,11931,0.0,0.0
Farm Winery,Suffolk,Pour Decisions Llc,Shinn Estate Vineyards,2000 Oregon Rd,Mattituck,NY,11952,41.015370000000004,-72.53201
Farm Winery,Monroe,Blue Barn Cider Corp,Blue Barn Cidery/Pomona Events,928 Manitou Rd,Hilton,NY,14468,0.0,0.0
Farm Winery,Suffolk,Channing Daughters Winery Llc,Channing Daughters,1927 Scuttlehole Rd,Bridgehampton,NY,11932,40.95953976,-72.30990134
Farm Winery,Suffolk,Ibf Winery Llc,Martha Clara Vineyards,6149 Sound Ave,Riverhead,NY,11901,0.0,0.0
